fact_nav_key,fund_key,date_key,nav,previous_nav,nav_change,nav_return_pct,source_file
5997,3,20221003,4756.8968,4753.1669,3.7299000000002707,0.07847189207684398,nav_119092_20260625.csv
5998,3,20221004,4758.2177,4756.8968,1.3208999999997104,0.027768102936345188,nav_119092_20260625.csv
5999,3,20221006,4759.7043,4758.2177,1.4866000000001804,0.031242790761763176,nav_119092_20260625.csv
6000,3,20221007,4759.8123,4759.7043,0.10799999999926513,0.0022690485204987444,nav_119092_20260625.csv
6001,3,20221010,4760.9666,4759.8123,1.1543000000001484,0.024250956282459886,nav_119092_20260625.csv
6002,3,20221011,4759.9544,4760.9666,-1.0122000000001208,-0.021260388594201037,nav_119092_20260625.csv
6003,3,20221012,4760.2893,4759.9544,0.3349000000007436,0.007035781687335988,nav_119092_20260625.csv
6004,3,20221013,4760.9857,4760.2893,0.6963999999998123,0.01462936296749469,nav_119092_20260625.csv
6005,3,20221014,4761.2049,4760.9857,0.21919999999954598,0.004604088602903091,nav_119092_20260625.csv
6006,3,20221017,4763.8856,4761.2049,2.680699999999888,0.056302974904522345,nav_119092_20260625.csv
6007,3,20221018,4764.8776,4763.8856,0.9920000000001892,0.020823337991159766,nav_119092_20260625.csv
6008,3,20221019,4765.3101,4764.8776,0.43249999999989086,0.00907683336923263,nav_119092_20260625.csv
6009,3,20221020,4765.9275,4765.3101,0.6174000000000888,0.012956134795930465,nav_119092_20260625.csv
6010,3,20221021,4766.0779,4765.9275,0.1504000000004453,0.0031557341147225863,nav_119092_20260625.csv
6011,3,20221025,4769.6382,4766.0779,3.5603000000000975,0.07470083525072255,nav_119092_20260625.csv
6012,3,20221027,4771.9116,4769.6382,2.273400000000038,0.04766399262736611,nav_119092_20260625.csv
6013,3,20221028,4772.4939,4771.9116,0.582300000000032,0.012202656897500615,nav_119092_20260625.csv
6014,3,20221031,4775.3215,4772.4939,2.82759999999962,0.05924784943150205,nav_119092_20260625.csv
6015,3,20221101,4776.3935,4775.3215,1.0720000000001164,0.02244875030927481,nav_119092_20260625.csv
6016,3,20221102,4777.494,4776.3935,1.1004999999995562,0.023040396483236907,nav_119092_20260625.csv
6017,3,20221103,4778.3629,4777.494,0.8689000000003944,0.0181873593143266,nav_119092_20260625.csv
6018,3,20221104,4779.3106,4778.3629,0.9476999999997133,0.019833152479894596,nav_119092_20260625.csv
6019,3,20221107,4782.0135,4779.3106,2.702900000000227,0.05655418168470212,nav_119092_20260625.csv
6020,3,20221109,4783.6951,4782.0135,1.6815999999998894,0.03516510356986423,nav_119092_20260625.csv
6021,3,20221110,4784.6486,4783.6951,0.9535000000005311,0.01993229041709893,nav_119092_20260625.csv
6022,3,20221111,4785.9519,4784.6486,1.303299999999581,0.0272391999696609,nav_119092_20260625.csv
6023,3,20221114,4788.6422,4785.9519,2.6903000000002066,0.0562124328913587,nav_119092_20260625.csv
6024,3,20221115,4789.6235,4788.6422,0.9812999999994645,0.02049223890645796,nav_119092_20260625.csv
6025,3,20221116,4790.8597,4789.6235,1.2362000000002809,0.025809961889494675,nav_119092_20260625.csv
6026,3,20221117,4792.1498,4790.8597,1.290100000000166,0.026928361103961483,nav_119092_20260625.csv
6027,3,20221118,4792.9297,4792.1498,0.7798999999995431,0.016274532987252257,nav_119092_20260625.csv
6028,3,20221121,4795.592,4792.9297,2.6622999999999593,0.055546402026300526,nav_119092_20260625.csv
6029,3,20221122,4796.1731,4795.592,0.5811000000003332,0.01211737779194588,nav_119092_20260625.csv
6030,3,20221123,4797.0432,4796.1731,0.8701000000000931,0.0181415470596775,nav_119092_20260625.csv
6031,3,20221124,4797.8653,4797.0432,0.8221000000003187,0.01713764011965368,nav_119092_20260625.csv
6032,3,20221125,4798.8306,4797.8653,0.9652999999998428,0.020119364334797867,nav_119092_20260625.csv
6033,3,20221128,4801.6441,4798.8306,2.8135000000002037,0.05862886679100953,nav_119092_20260625.csv
6034,3,20221129,4802.6233,4801.6441,0.9791999999997643,0.020393014967514236,nav_119092_20260625.csv
6035,3,20221130,4803.702,4802.6233,1.0787000000000262,0.022460641458180285,nav_119092_20260625.csv
6036,3,20221201,4804.6714,4803.702,0.9693999999999505,0.02018026930063419,nav_119092_20260625.csv
6037,3,20221202,4805.6153,4804.6714,0.9439000000002125,0.01964546420386236,nav_119092_20260625.csv
6038,3,20221205,4808.5531,4805.6153,2.9377999999996973,0.0611326503808929,nav_119092_20260625.csv
6039,3,20221206,4809.7359,4808.5531,1.1827999999995882,0.024597835885384903,nav_119092_20260625.csv
6040,3,20221207,4809.8806,4809.7359,0.14470000000073924,0.0030084811933382715,nav_119092_20260625.csv
6041,3,20221208,4810.9594,4809.8806,1.078799999999319,0.02242883118552504,nav_119092_20260625.csv
6042,3,20221209,4812.0976,4810.9594,1.1382000000003245,0.02365848275502646,nav_119092_20260625.csv
6043,3,20221212,4814.8064,4812.0976,2.7088000000003376,0.0562914600900933,nav_119092_20260625.csv
6044,3,20221213,4815.7694,4814.8064,0.9629999999997381,0.020000804186015412,nav_119092_20260625.csv
6045,3,20221214,4816.8856,4815.7694,1.1161999999994805,0.02317802011033752,nav_119092_20260625.csv
6046,3,20221215,4817.6496,4816.8856,0.7640000000001237,0.015860870766790137,nav_119092_20260625.csv
6047,3,20221216,4818.3944,4817.6496,0.7448000000003958,0.015459820905206471,nav_119092_20260625.csv
6048,3,20221219,4821.0899,4818.3944,2.695499999999811,0.055941871425050034,nav_119092_20260625.csv
6049,3,20221220,4821.9236,4821.0899,0.8337000000001353,0.01729277025097863,nav_119092_20260625.csv
6050,3,20221221,4822.8082,4821.9236,0.8846000000003187,0.01834537569198149,nav_119092_20260625.csv
6051,3,20221222,4823.8607,4822.8082,1.0524999999997817,0.02182338497309061,nav_119092_20260625.csv
6052,3,20221223,4824.8666,4823.8607,1.0059000000001106,0.020852592198612005,nav_119092_20260625.csv
6053,3,20221226,4827.4361,4824.8666,2.569499999999607,0.05325535839684369,nav_119092_20260625.csv
6054,3,20221227,4828.4262,4827.4361,0.990099999999984,0.020509852010262425,nav_119092_20260625.csv
6055,3,20221228,4829.6393,4828.4262,1.2130999999999403,0.025124128437542245,nav_119092_20260625.csv
6056,3,20221229,4830.6366,4829.6393,0.9972999999999956,0.020649575217759963,nav_119092_20260625.csv
6057,3,20221230,4832.4416,4830.6366,1.805000000000291,0.03736567557162737,nav_119092_20260625.csv
6058,3,20230102,4835.6726,4832.4416,3.230999999999767,0.06686061141431626,nav_119092_20260625.csv
6059,3,20230103,4836.6654,4835.6726,0.9927999999999884,0.0205307530538769,nav_119092_20260625.csv
6060,3,20230104,4837.2825,4836.6654,0.6171000000003914,0.012758790384805025,nav_119092_20260625.csv
6061,3,20230105,4838.2055,4837.2825,0.9229999999997744,0.01908096126285315,nav_119092_20260625.csv
6062,3,20230106,4839.1205,4838.2055,0.9149999999999636,0.018911970564292144,nav_119092_20260625.csv
6063,3,20230109,4841.5665,4839.1205,2.4459999999999127,0.05054637511093003,nav_119092_20260625.csv
6064,3,20230110,4842.2513,4841.5665,0.6847999999999956,0.01414418246656316,nav_119092_20260625.csv
6065,3,20230111,4842.8852,4842.2513,0.6338999999998123,0.013091018221210705,nav_119092_20260625.csv
6066,3,20230112,4843.8117,4842.8852,0.9265000000004875,0.01913115760002916,nav_119092_20260625.csv
6067,3,20230113,4844.4447,4843.8117,0.6329999999998108,0.013068220632932753,nav_119092_20260625.csv
6068,3,20230116,4846.8968,4844.4447,2.452100000000428,0.05061674044912573,nav_119092_20260625.csv
6069,3,20230117,4847.748,4846.8968,0.8511999999991531,0.01756175208845282,nav_119092_20260625.csv
6070,3,20230118,4848.4779,4847.748,0.7299000000002707,0.015056475707901293,nav_119092_20260625.csv
6071,3,20230119,4849.4433,4848.4779,0.9654000000000451,0.019911403535531124,nav_119092_20260625.csv
6072,3,20230120,4850.3717,4849.4433,0.9283999999997832,0.019144465510088204,nav_119092_20260625.csv
6073,3,20230123,4852.3769,4850.3717,2.0052000000005137,0.04134116154439285,nav_119092_20260625.csv
6074,3,20230124,4853.5428,4852.3769,1.165899999999965,0.02402739985016343,nav_119092_20260625.csv
6075,3,20230125,4854.3406,4853.5428,0.7978000000002794,0.016437477382506636,nav_119092_20260625.csv
6076,3,20230127,4856.2499,4854.3406,1.909299999999348,0.03933180955615986,nav_119092_20260625.csv
6077,3,20230130,4858.6105,4856.2499,2.3605999999999767,0.04860952481049167,nav_119092_20260625.csv
6078,3,20230131,4859.608,4858.6105,0.9975000000004002,0.020530561155301504,nav_119092_20260625.csv
6079,3,20230201,4860.9087,4859.608,1.3006999999997788,0.026765533351656733,nav_119092_20260625.csv
6080,3,20230202,4862.0712,4860.9087,1.1625000000003638,0.02391528151928391,nav_119092_20260625.csv
6081,3,20230203,4863.0655,4862.0712,0.9942999999993845,0.02045013244560023,nav_119092_20260625.csv
6082,3,20230206,4865.8858,4863.0655,2.8203000000003158,0.05799428364681322,nav_119092_20260625.csv
6083,3,20230207,4866.7645,4865.8858,0.8787000000002081,0.018058376955747874,nav_119092_20260625.csv
6084,3,20230208,4867.0541,4866.7645,0.28960000000006403,0.005950565308842538,nav_119092_20260625.csv
6085,3,20230209,4867.6435,4867.0541,0.5893999999998414,0.012109994832394434,nav_119092_20260625.csv
6086,3,20230210,4868.889,4867.6435,1.2454999999999927,0.025587329885600554,nav_119092_20260625.csv
6087,3,20230213,4871.84,4868.889,2.951000000000022,0.06060930943383638,nav_119092_20260625.csv
6088,3,20230214,4872.3521,4871.84,0.5120999999999185,0.010511428946761768,nav_119092_20260625.csv
6089,3,20230215,4873.2698,4872.3521,0.917699999999968,0.018834845700087397,nav_119092_20260625.csv
6090,3,20230216,4874.1626,4873.2698,0.8927999999996246,0.0183203482803194,nav_119092_20260625.csv
6091,3,20230217,4875.0045,4874.1626,0.8419000000003507,0.0172727105985416,nav_119092_20260625.csv
6092,3,20230220,4877.4781,4875.0045,2.4736000000002605,0.05074046598316495,nav_119092_20260625.csv
6093,3,20230221,4878.2092,4877.4781,0.7310999999999694,0.014989303591131847,nav_119092_20260625.csv
6094,3,20230222,4878.6066,4878.2092,0.3973999999998341,0.008146432096430676,nav_119092_20260625.csv
6095,3,20230223,4879.256,4878.6066,0.6494000000002416,0.013311177826886914,nav_119092_20260625.csv
6096,3,20230224,4879.8682,4879.256,0.6121999999995751,0.012546994869700933,nav_119092_20260625.csv
6097,3,20230227,4881.9457,4879.8682,2.0775000000003274,0.042572871127960536,nav_119092_20260625.csv
6098,3,20230228,4883.0447,4881.9457,1.09900000000016,0.022511516258776905,nav_119092_20260625.csv
6099,3,20230301,4883.7542,4883.0447,0.7094999999999345,0.014529869038469676,nav_119092_20260625.csv
6100,3,20230302,4884.191,4883.7542,0.4367999999994936,0.008943939070469467,nav_119092_20260625.csv
6101,3,20230303,4884.9987,4884.191,0.8077000000002954,0.016537027319371733,nav_119092_20260625.csv
6102,3,20230306,4887.7219,4884.9987,2.7231999999994514,0.05574617655475428,nav_119092_20260625.csv
6103,3,20230308,4889.4136,4887.7219,1.69170000000031,0.03461121632145867,nav_119092_20260625.csv
6104,3,20230309,4890.7312,4889.4136,1.3176000000003114,0.026948016833763286,nav_119092_20260625.csv
6105,3,20230310,4892.7144,4890.7312,1.9831999999996697,0.0405501737654212,nav_119092_20260625.csv
6106,3,20230313,4897.8864,4892.7144,5.17200000000048,0.10570819339057436,nav_119092_20260625.csv
6107,3,20230314,4899.157,4897.8864,1.2705999999998312,0.02594180216184334,nav_119092_20260625.csv
6108,3,20230315,4899.9024,4899.157,0.7453999999997905,0.015214862475315455,nav_119092_20260625.csv
6109,3,20230316,4900.3,4899.9024,0.39760000000023865,0.008114447340833537,nav_119092_20260625.csv
6110,3,20230317,4900.9665,4900.3,0.6665000000002692,0.013601208089306148,nav_119092_20260625.csv
6111,3,20230320,4904.6736,4900.9665,3.7070999999996275,0.07564018240074948,nav_119092_20260625.csv
6112,3,20230321,4906.6467,4904.6736,1.9731000000001586,0.04022897670499743,nav_119092_20260625.csv
6113,3,20230323,4909.366,4906.6467,2.7192999999997483,0.05542074182760598,nav_119092_20260625.csv
6114,3,20230324,4909.7777,4909.366,0.4116999999996551,0.008386011554234398,nav_119092_20260625.csv
6115,3,20230327,4911.3784,4909.7777,1.6006999999999607,0.032602290731003174,nav_119092_20260625.csv
6116,3,20230328,4911.9693,4911.3784,0.590900000000147,0.012031245647864295,nav_119092_20260625.csv
6117,3,20230329,4915.7024,4911.9693,3.733100000000377,0.07600006783430786,nav_119092_20260625.csv
6118,3,20230331,4921.7155,4915.7024,6.013100000000122,0.12232432947934606,nav_119092_20260625.csv
6119,3,20230403,4924.5576,4921.7155,2.8420999999998457,0.05774612530935293,nav_119092_20260625.csv
6120,3,20230405,4926.3066,4924.5576,1.7489999999997963,0.03551588065494038,nav_119092_20260625.csv
6121,3,20230406,4930.1761,4926.3066,3.869499999999789,0.07854768925668956,nav_119092_20260625.csv
6122,3,20230410,4935.0426,4930.1761,4.866500000000087,0.0987084416720954,nav_119092_20260625.csv
6123,3,20230411,4935.9458,4935.0426,0.9032000000006519,0.018301767040484147,nav_119092_20260625.csv
6124,3,20230412,4937.7767,4935.9458,1.8308999999999287,0.03709319498605371,nav_119092_20260625.csv
6125,3,20230413,4938.9491,4937.7767,1.1723999999994703,0.023743479529956674,nav_119092_20260625.csv
6126,3,20230417,4942.8765,4938.9491,3.927400000000489,0.07951894057787494,nav_119092_20260625.csv
6127,3,20230418,4944.4691,4942.8765,1.5925999999999476,0.03222010503398067,nav_119092_20260625.csv
6128,3,20230419,4945.6851,4944.4691,1.2159999999994398,0.02459313579286884,nav_119092_20260625.csv
6129,3,20230420,4946.6385,4945.6851,0.9534000000003289,0.019277410120598436,nav_119092_20260625.csv
6130,3,20230421,4947.616,4946.6385,0.9774999999999636,0.019760894191074678,nav_119092_20260625.csv
6131,3,20230424,4950.3,4947.616,2.6840000000001965,0.05424834910389562,nav_119092_20260625.csv
6132,3,20230425,4951.2321,4950.3,0.9320999999999913,0.01882916186897746,nav_119092_20260625.csv
6133,3,20230426,4952.2917,4951.2321,1.059599999999591,0.021400733768865147,nav_119092_20260625.csv
6134,3,20230427,4952.9107,4952.2917,0.6190000000005966,0.012499263724723578,nav_119092_20260625.csv
6135,3,20230428,4953.5802,4952.9107,0.6694999999999709,0.01351730407737759,nav_119092_20260625.csv
6136,3,20230502,4956.5376,4953.5802,2.957399999999325,0.059702273519248256,nav_119092_20260625.csv
6137,3,20230503,4957.8892,4956.5376,1.3515999999999622,0.02726903554610304,nav_119092_20260625.csv
6138,3,20230504,4958.7909,4957.8892,0.9017000000003463,0.018187175300334393,nav_119092_20260625.csv
6139,3,20230508,4962.7655,4958.7909,3.974600000000464,0.08015260332917978,nav_119092_20260625.csv
6140,3,20230509,4963.4563,4962.7655,0.690799999999399,0.013919658303407625,nav_119092_20260625.csv
6141,3,20230510,4964.5985,4963.4563,1.14220000000023,0.023012190114381183,nav_119092_20260625.csv
6142,3,20230511,4965.4888,4964.5985,0.8903000000000247,0.017932970813249544,nav_119092_20260625.csv
6143,3,20230512,4966.2931,4965.4888,0.8042999999997846,0.016197801110734246,nav_119092_20260625.csv
6144,3,20230515,4969.7348,4966.2931,3.44170000000031,0.06930118562676678,nav_119092_20260625.csv
6145,3,20230516,4971.8411,4969.7348,2.1062999999994645,0.04238254322945893,nav_119092_20260625.csv
6146,3,20230517,4973.2457,4971.8411,1.4046000000007552,0.02825110400251439,nav_119092_20260625.csv
6147,3,20230518,4974.5789,4973.2457,1.3332000000000335,0.02680744287377624,nav_119092_20260625.csv
6148,3,20230519,4975.8054,4974.5789,1.22649999999976,0.024655353240045298,nav_119092_20260625.csv
6149,3,20230522,4981.3721,4975.8054,5.5666999999994005,0.11187535589714583,nav_119092_20260625.csv
6150,3,20230523,4981.1777,4981.3721,-0.19439999999940483,-0.0039025392220630303,nav_119092_20260625.csv
6151,3,20230524,4981.7631,4981.1777,0.585399999999936,0.01175224084055335,nav_119092_20260625.csv
6152,3,20230525,4982.3941,4981.7631,0.6310000000003129,0.012666198438868216,nav_119092_20260625.csv
6153,3,20230526,4983.2404,4982.3941,0.8462999999992462,0.016985810094774442,nav_119092_20260625.csv
6154,3,20230529,4985.5343,4983.2404,2.2939000000005763,0.046032296575549046,nav_119092_20260625.csv
6155,3,20230530,4986.4929,4985.5343,0.9585999999999331,0.019227628220307963,nav_119092_20260625.csv
6156,3,20230531,4987.2829,4986.4929,0.7899999999999636,0.01584279805151159,nav_119092_20260625.csv
6157,3,20230601,4988.8385,4987.2829,1.5555999999996857,0.031191332659306046,nav_119092_20260625.csv
6158,3,20230602,4990.0511,4988.8385,1.2125999999998385,0.024306258861653638,nav_119092_20260625.csv
6159,3,20230605,4993.0346,4990.0511,2.9835000000002765,0.059788966890545,nav_119092_20260625.csv
6160,3,20230606,4994.3002,4993.0346,1.265599999999722,0.025347310831767965,nav_119092_20260625.csv
6161,3,20230607,4995.4622,4994.3002,1.162000000000262,0.023266522905456544,nav_119092_20260625.csv
6162,3,20230608,4995.9409,4995.4622,0.4786999999996624,0.009582696872366734,nav_119092_20260625.csv
6163,3,20230609,4996.2044,4995.9409,0.26350000000002183,0.005274281767424868,nav_119092_20260625.csv
6164,3,20230612,4998.8233,4996.2044,2.6189000000003944,0.05241779139381076,nav_119092_20260625.csv
6165,3,20230613,5000.2152,4998.8233,1.391899999999623,0.02784455293708067,nav_119092_20260625.csv
6166,3,20230614,5001.8616,5000.2152,1.6464000000005399,0.03292658283988537,nav_119092_20260625.csv
6167,3,20230615,5002.8186,5001.8616,0.9569999999994252,0.019132876447429597,nav_119092_20260625.csv
6168,3,20230616,5003.9814,5002.8186,1.1628000000000611,0.023242897513814736,nav_119092_20260625.csv
6169,3,20230619,5006.9865,5003.9814,3.0051000000003114,0.06005418005751004,nav_119092_20260625.csv
6170,3,20230620,5007.8745,5006.9865,0.88799999999992,0.017735218579077856,nav_119092_20260625.csv
6171,3,20230621,5008.6614,5007.8745,0.7869000000000597,0.015713253197540387,nav_119092_20260625.csv
6172,3,20230622,5009.8954,5008.6614,1.2340000000003783,0.02463732126113333,nav_119092_20260625.csv
6173,3,20230623,5010.3598,5009.8954,0.4643999999998414,0.009269654611947413,nav_119092_20260625.csv
6174,3,20230626,5012.8809,5010.3598,2.521099999999933,0.05031774364787003,nav_119092_20260625.csv
6175,3,20230627,5013.5975,5012.8809,0.7165999999997439,0.014295173061058439,nav_119092_20260625.csv
6176,3,20230628,5014.8176,5013.5975,1.220100000000457,0.024335818740943146,nav_119092_20260625.csv
6177,3,20230630,5016.9921,5014.8176,2.17450000000008,0.043361497335418143,nav_119092_20260625.csv
6178,3,20230703,5020.3836,5016.9921,3.3914999999997235,0.06760026590433985,nav_119092_20260625.csv
6179,3,20230704,5022.0079,5020.3836,1.6242999999994936,0.03235410138778028,nav_119092_20260625.csv
6180,3,20230705,5023.1911,5022.0079,1.1832000000003973,0.023560297465888044,nav_119092_20260625.csv
6181,3,20230706,5024.0604,5023.1911,0.869300000000294,0.017305732206769796,nav_119092_20260625.csv
6182,3,20230707,5025.1711,5024.0604,1.1106999999992695,0.022107616381349025,nav_119092_20260625.csv
6183,3,20230710,5027.7619,5025.1711,2.590800000000854,0.051556453470825186,nav_119092_20260625.csv
6184,3,20230711,5028.798,5027.7619,1.036099999999351,0.020607578891103633,nav_119092_20260625.csv
6185,3,20230712,5029.9035,5028.798,1.1055000000005748,0.021983384498653055,nav_119092_20260625.csv
6186,3,20230713,5031.2973,5029.9035,1.3937999999998283,0.027710273169253213,nav_119092_20260625.csv
6187,3,20230714,5032.5397,5031.2973,1.2424000000000888,0.02469343244733498,nav_119092_20260625.csv
6188,3,20230717,5035.2332,5032.5397,2.6934999999994034,0.05352168409122343,nav_119092_20260625.csv
6189,3,20230718,5036.279,5035.2332,1.0458000000007814,0.02076964379724819,nav_119092_20260625.csv
6190,3,20230719,5037.1063,5036.279,0.8272999999999229,0.016426810349464808,nav_119092_20260625.csv
6191,3,20230720,5038.5536,5037.1063,1.4472999999998137,0.028732766668033462,nav_119092_20260625.csv
6192,3,20230721,5039.6374,5038.5536,1.083799999999428,0.02151014132308582,nav_119092_20260625.csv
6193,3,20230724,5042.5025,5039.6374,2.865099999999984,0.05685131235830547,nav_119092_20260625.csv
6194,3,20230725,5043.5119,5042.5025,1.0094000000008236,0.020017838364994836,nav_119092_20260625.csv
6195,3,20230726,5044.5696,5043.5119,1.057699999999386,0.020971498054746057,nav_119092_20260625.csv
6196,3,20230727,5045.4077,5044.5696,0.8380999999999403,0.01661390498011843,nav_119092_20260625.csv
6197,3,20230728,5046.2306,5045.4077,0.8229000000001179,0.0163098811618359,nav_119092_20260625.csv
6198,3,20230731,5048.9266,5046.2306,2.6959999999999127,0.05342601663903177,nav_119092_20260625.csv
6199,3,20230801,5049.9681,5048.9266,1.0415000000002692,0.02062814698079131,nav_119092_20260625.csv
6200,3,20230802,5050.6815,5049.9681,0.7133999999996377,0.014126821910016374,nav_119092_20260625.csv
6201,3,20230803,5051.485,5050.6815,0.8034999999999854,0.01590874419620373,nav_119092_20260625.csv
6202,3,20230804,5052.3465,5051.485,0.8614999999999782,0.017054390936526154,nav_119092_20260625.csv
6203,3,20230807,5055.1632,5052.3465,2.81670000000031,0.05575033303832804,nav_119092_20260625.csv
6204,3,20230808,5056.1337,5055.1632,0.9705000000003565,0.01919819324528151,nav_119092_20260625.csv
6205,3,20230809,5057.0763,5056.1337,0.9425999999994019,0.018642703218061694,nav_119092_20260625.csv
6206,3,20230810,5057.6916,5057.0763,0.6153000000003885,0.012167109284081566,nav_119092_20260625.csv
6207,3,20230811,5057.8363,5057.6916,0.14469999999982974,0.0028609889934734204,nav_119092_20260625.csv
6208,3,20230814,5060.4159,5057.8363,2.5796000000000276,0.05100204607254742,nav_119092_20260625.csv
6209,3,20230817,5062.4447,5060.4159,2.0288000000000466,0.04009156638686647,nav_119092_20260625.csv
6210,3,20230818,5063.5186,5062.4447,1.0739000000003216,0.02121307122624612,nav_119092_20260625.csv
6211,3,20230821,5066.7137,5063.5186,3.1950999999999112,0.06310039030961417,nav_119092_20260625.csv
6212,3,20230822,5067.7783,5066.7137,1.0645999999997002,0.021011647056349367,nav_119092_20260625.csv
6213,3,20230823,5068.5481,5067.7783,0.769800000000032,0.015190088327266251,nav_119092_20260625.csv
6214,3,20230824,5069.6703,5068.5481,1.1221999999997934,0.022140462670163737,nav_119092_20260625.csv
6215,3,20230825,5070.6754,5069.6703,1.0051000000003114,0.019825746853800563,nav_119092_20260625.csv
6216,3,20230828,5073.6043,5070.6754,2.928899999999885,0.05776153606677101,nav_119092_20260625.csv
6217,3,20230829,5074.6012,5073.6043,0.996900000000096,0.01964875345127124,nav_119092_20260625.csv
6218,3,20230830,5075.8053,5074.6012,1.2040999999999258,0.023727972948887604,nav_119092_20260625.csv
6219,3,20230831,5076.7648,5075.8053,0.9594999999999345,0.018903404352407577,nav_119092_20260625.csv
6220,3,20230901,5077.8025,5076.7648,1.0376999999998588,0.020440182692723106,nav_119092_20260625.csv
6221,3,20230904,5080.6577,5077.8025,2.855199999999968,0.05622904790014909,nav_119092_20260625.csv
6222,3,20230905,5081.8207,5080.6577,1.1630000000004657,0.022890737157916893,nav_119092_20260625.csv
6223,3,20230906,5082.772,5081.8207,0.9512999999997191,0.018719668720301744,nav_119092_20260625.csv
6224,3,20230907,5083.722,5082.772,0.9499999999998181,0.01869058852137806,nav_119092_20260625.csv
6225,3,20230908,5084.7079,5083.722,0.9859000000005835,0.01939327130792328,nav_119092_20260625.csv
6226,3,20230911,5087.4868,5084.7079,2.7788999999993393,0.05465210695779278,nav_119092_20260625.csv
6227,3,20230912,5088.2771,5087.4868,0.7903000000005704,0.015534192639095801,nav_119092_20260625.csv
6228,3,20230913,5089.1732,5088.2771,0.8960999999999331,0.017611069177029155,nav_119092_20260625.csv
6229,3,20230914,5090.1453,5089.1732,0.9720999999999549,0.019101334574346082,nav_119092_20260625.csv
6230,3,20230915,5091.1568,5090.1453,1.0114999999996144,0.019871731362945854,nav_119092_20260625.csv
6231,3,20230918,5093.8039,5091.1568,2.647100000000137,0.051994077259614885,nav_119092_20260625.csv
6232,3,20230920,5095.7244,5093.8039,1.9205000000001746,0.037702668530293734,nav_119092_20260625.csv
6233,3,20230921,5096.3256,5095.7244,0.6012000000000626,0.011798126287992783,nav_119092_20260625.csv
6234,3,20230922,5097.3696,5096.3256,1.043999999999869,0.02048534732552938,nav_119092_20260625.csv
6235,3,20230925,5100.2951,5097.3696,2.9255000000002838,0.057392346044522334,nav_119092_20260625.csv
6236,3,20230926,5100.8639,5100.2951,0.5688000000000102,0.011152295874017372,nav_119092_20260625.csv
6237,3,20230927,5102.1423,5100.8639,1.278400000000147,0.025062421289071185,nav_119092_20260625.csv
6238,3,20230929,5104.5685,5102.1423,2.4261999999998807,0.04755257414125593,nav_119092_20260625.csv
6239,3,20230930,5105.5501,5104.5685,0.9816000000000713,0.019229833040737356,nav_119092_20260625.csv
6240,3,20231003,5108.6726,5105.5501,3.1224999999994907,0.06115893368668521,nav_119092_20260625.csv
6241,3,20231004,5110.153,5108.6726,1.4804000000003725,0.02897817331258168,nav_119092_20260625.csv
6242,3,20231005,5111.21,5110.153,1.056999999999789,0.020684312191822613,nav_119092_20260625.csv
6243,3,20231006,5111.5197,5111.21,0.30969999999979336,0.006059230593143177,nav_119092_20260625.csv
6244,3,20231009,5114.2686,5111.5197,2.7489000000005035,0.053778526961375174,nav_119092_20260625.csv
6245,3,20231010,5115.025,5114.2686,0.756399999999303,0.014789993626836553,nav_119092_20260625.csv
6246,3,20231011,5116.1458,5115.025,1.1208000000005995,0.021911916364056865,nav_119092_20260625.csv
6247,3,20231012,5117.0745,5116.1458,0.9286999999994805,0.018152336471714322,nav_119092_20260625.csv
6248,3,20231013,5117.9674,5117.0745,0.8929000000007363,0.017449423493848613,nav_119092_20260625.csv
6249,3,20231016,5120.5154,5117.9674,2.5479999999997744,0.04978538941064326,nav_119092_20260625.csv
6250,3,20231017,5121.4613,5120.5154,0.9458999999997104,0.01847274983295061,nav_119092_20260625.csv
6251,3,20231018,5122.5565,5121.4613,1.0951999999997497,0.021384521640332412,nav_119092_20260625.csv
6252,3,20231019,5123.2239,5122.5565,0.6674000000002707,0.013028650830894118,nav_119092_20260625.csv
6253,3,20231020,5124.0558,5123.2239,0.8319000000001324,0.01623782243833092,nav_119092_20260625.csv
6254,3,20231023,5126.8681,5124.0558,2.8122999999995955,0.05488425789585655,nav_119092_20260625.csv
6255,3,20231025,5128.7631,5126.8681,1.8950000000004366,0.03696213678679264,nav_119092_20260625.csv
6256,3,20231026,5129.78,5128.7631,1.016899999999623,0.019827392690444662,nav_119092_20260625.csv
6257,3,20231027,5130.8988,5129.78,1.118800000000192,0.021809902179044563,nav_119092_20260625.csv
6258,3,20231030,5133.2666,5130.8988,2.3677999999999884,0.04614786009811747,nav_119092_20260625.csv
6259,3,20231031,5134.2875,5133.2666,1.020900000000438,0.01988792088064232,nav_119092_20260625.csv
6260,3,20231101,5135.4541,5134.2875,1.166599999999562,0.02272175058368979,nav_119092_20260625.csv
6261,3,20231102,5136.4273,5135.4541,0.9732000000003609,0.018950612371364802,nav_119092_20260625.csv
6262,3,20231103,5137.6592,5136.4273,1.2318999999997686,0.023983596536054714,nav_119092_20260625.csv
6263,3,20231106,5140.8425,5137.6592,3.18329999999969,0.061960123785549846,nav_119092_20260625.csv
6264,3,20231107,5141.9136,5140.8425,1.071100000000115,0.02083510630796635,nav_119092_20260625.csv
6265,3,20231108,5142.8513,5141.9136,0.9377000000004045,0.018236401327326943,nav_119092_20260625.csv
6266,3,20231109,5143.6261,5142.8513,0.7748000000001412,0.015065572671722807,nav_119092_20260625.csv
