transaction_key,fund_key,transaction_date_key,investor_id,transaction_type,amount,units,nav,state,kyc_status,source_file
951,1,20221101,INV00069,SIP,22589.62,201.32,118.8,Andhra Pradesh,Verified,synthetic_transactions
952,2,20221101,INV00053,SIP,17999.34,172.64,33.06,Gujarat,Verified,synthetic_transactions
953,3,20221101,INV00112,SIP,16241.24,115.34,213.78,Rajasthan,Verified,synthetic_transactions
954,3,20221101,INV00149,SIP,19840.57,470.15,146.92,West Bengal,Verified,synthetic_transactions
955,2,20221101,INV00033,LUMPSUM,29791.87,279.07,47.08,Uttar Pradesh,Verified,synthetic_transactions
956,2,20221101,INV00122,SIP,25181.05,198.57,64.29,Karnataka,Verified,synthetic_transactions
957,2,20221101,INV00008,SIP,20644.13,934.84,13.08,Tamil Nadu,Verified,synthetic_transactions
958,1,20221101,INV00250,SIP,17794.37,111.07,95.86,Karnataka,Verified,synthetic_transactions
959,4,20221101,INV00040,LUMPSUM,31357.76,1748.49,147.45,Andhra Pradesh,Verified,synthetic_transactions
960,1,20221101,INV00206,SIP,20062.72,156.76,67.96,Tamil Nadu,Verified,synthetic_transactions
961,4,20221101,INV00182,SIP,16183.22,426.38,157.9,Telangana,Verified,synthetic_transactions
962,1,20221101,INV00103,LUMPSUM,24927.08,179.32,163.2,West Bengal,Verified,synthetic_transactions
963,3,20221101,INV00133,SIP,20356.03,95.69,210.44,Delhi,Verified,synthetic_transactions
964,1,20221101,INV00214,LUMPSUM,33434.83,815.08,98.25,Delhi,Verified,synthetic_transactions
965,5,20221101,INV00211,SIP,18192.21,250.3,238.49,Uttar Pradesh,Verified,synthetic_transactions
966,1,20221101,INV00176,SIP,17904.98,430.05,217.16,Maharashtra,Verified,synthetic_transactions
967,2,20221101,INV00079,SIP,16993.41,97.19,92.01,West Bengal,Verified,synthetic_transactions
968,5,20221101,INV00026,SIP,17888.18,129.29,38.0,West Bengal,Verified,synthetic_transactions
969,4,20221201,INV00099,SIP,17541.55,239.54,89.01,Telangana,Verified,synthetic_transactions
970,5,20221201,INV00122,LUMPSUM,30599.78,567.05,116.81,Karnataka,Verified,synthetic_transactions
971,5,20221201,INV00027,SIP,22778.75,139.2,156.9,Karnataka,Verified,synthetic_transactions
972,3,20221201,INV00170,SIP,20905.26,90.73,185.97,Rajasthan,Verified,synthetic_transactions
973,5,20221201,INV00211,SIP,15190.83,194.93,111.4,Uttar Pradesh,Verified,synthetic_transactions
974,6,20221201,INV00128,SIP,20653.5,1886.68,233.56,Uttar Pradesh,Verified,synthetic_transactions
975,3,20221201,INV00136,SIP,14967.09,101.87,223.98,Tamil Nadu,Verified,synthetic_transactions
976,5,20221201,INV00197,SIP,18378.36,103.45,245.44,Karnataka,Verified,synthetic_transactions
977,2,20221201,INV00070,SIP,17135.76,152.82,247.75,Gujarat,Verified,synthetic_transactions
978,3,20221201,INV00204,SIP,22345.01,197.06,18.81,Gujarat,Verified,synthetic_transactions
979,6,20221201,INV00023,SIP,20104.67,348.91,184.73,Delhi,Verified,synthetic_transactions
980,5,20221201,INV00158,SIP,15384.16,98.22,211.55,Telangana,Verified,synthetic_transactions
981,2,20221201,INV00138,SIP,17411.06,845.41,109.74,Karnataka,Verified,synthetic_transactions
982,5,20221201,INV00040,SIP,15752.51,63.64,131.42,Andhra Pradesh,Verified,synthetic_transactions
983,3,20221201,INV00171,SIP,20356.43,449.18,172.57,Rajasthan,Verified,synthetic_transactions
984,6,20221201,INV00221,SIP,17443.32,81.87,17.76,Andhra Pradesh,Verified,synthetic_transactions
985,1,20221201,INV00103,SIP,19992.71,287.9,47.3,West Bengal,Verified,synthetic_transactions
986,1,20221201,INV00236,SIP,15862.61,138.26,116.72,Andhra Pradesh,Verified,synthetic_transactions
987,1,20221201,INV00037,SIP,19470.27,147.12,37.22,Tamil Nadu,Verified,synthetic_transactions
988,6,20221201,INV00180,SIP,23874.68,209.24,227.9,Tamil Nadu,Verified,synthetic_transactions
989,3,20221201,INV00238,SIP,15992.01,169.23,28.02,West Bengal,Verified,synthetic_transactions
990,1,20221201,INV00234,SIP,23275.23,159.62,163.62,Andhra Pradesh,Verified,synthetic_transactions
991,4,20221201,INV00210,SIP,17448.04,348.34,31.88,Uttar Pradesh,Pending,synthetic_transactions
992,5,20221201,INV00004,LUMPSUM,32488.41,322.07,209.98,Telangana,Verified,synthetic_transactions
993,1,20221201,INV00223,SIP,23100.93,100.86,230.75,Karnataka,Verified,synthetic_transactions
994,2,20221201,INV00053,SIP,22007.68,319.51,222.38,Gujarat,Verified,synthetic_transactions
995,3,20221201,INV00190,SIP,16992.08,143.04,211.21,Telangana,Verified,synthetic_transactions
996,5,20221201,INV00195,SIP,17537.25,1047.83,120.72,Rajasthan,Verified,synthetic_transactions
997,1,20221201,INV00055,SIP,18084.23,977.87,184.52,Telangana,Verified,synthetic_transactions
998,1,20221201,INV00230,SIP,21960.14,112.77,74.42,Tamil Nadu,Verified,synthetic_transactions
999,1,20221201,INV00062,SIP,15069.61,104.23,131.12,Gujarat,Pending,synthetic_transactions
1000,2,20221201,INV00010,SIP,18403.96,100.72,232.85,Telangana,Pending,synthetic_transactions
1001,2,20221201,INV00061,LUMPSUM,29884.89,148.65,203.08,West Bengal,Verified,synthetic_transactions
1002,3,20221201,INV00042,SIP,13593.83,230.16,129.9,Andhra Pradesh,Verified,synthetic_transactions
1003,2,20221201,INV00021,SIP,16741.55,534.39,176.34,Karnataka,Verified,synthetic_transactions
1004,3,20221201,INV00237,SIP,14592.98,306.41,213.03,Rajasthan,Pending,synthetic_transactions
1005,6,20221201,INV00012,SIP,17153.73,130.55,137.56,Delhi,Verified,synthetic_transactions
1006,1,20221201,INV00030,SIP,20419.71,312.15,100.84,Tamil Nadu,Verified,synthetic_transactions
1007,2,20221201,INV00214,SIP,14127.42,260.51,213.17,Delhi,Verified,synthetic_transactions
1008,6,20221201,INV00226,SIP,16825.66,127.26,122.68,Tamil Nadu,Verified,synthetic_transactions
1009,5,20221201,INV00064,SIP,20859.34,229.56,46.22,Telangana,Verified,synthetic_transactions
1010,2,20221201,INV00056,LUMPSUM,30565.2,138.06,118.43,Delhi,Verified,synthetic_transactions
1011,5,20221201,INV00129,SIP,20882.55,113.19,128.76,Delhi,Verified,synthetic_transactions
1012,5,20221201,INV00145,SIP,17605.84,91.14,113.97,Delhi,Verified,synthetic_transactions
1013,6,20221201,INV00034,SIP,16280.61,68.91,131.91,Rajasthan,Verified,synthetic_transactions
1014,1,20221201,INV00209,SIP,19108.07,141.74,40.97,Andhra Pradesh,Verified,synthetic_transactions
1015,6,20221201,INV00187,SIP,16809.27,283.17,142.82,Telangana,Verified,synthetic_transactions
1016,5,20221201,INV00100,LUMPSUM,28428.48,116.7,178.92,Karnataka,Verified,synthetic_transactions
1017,5,20221201,INV00003,SIP,18023.77,81.86,79.93,Delhi,Verified,synthetic_transactions
1018,4,20221201,INV00127,SIP,22458.04,133.63,190.75,Gujarat,Verified,synthetic_transactions
1019,6,20221201,INV00015,LUMPSUM,29247.47,716.66,244.3,Telangana,Verified,synthetic_transactions
1020,1,20221201,INV00102,SIP,18770.87,216.94,42.0,Maharashtra,Verified,synthetic_transactions
1021,4,20221201,INV00017,SIP,18150.94,383.55,143.65,Gujarat,Verified,synthetic_transactions
1022,3,20221201,INV00201,SIP,21584.72,2040.39,135.91,Maharashtra,Verified,synthetic_transactions
1023,1,20221201,INV00147,SIP,21883.61,364.11,165.78,Maharashtra,Verified,synthetic_transactions
1024,2,20221201,INV00001,SIP,18076.08,158.34,237.23,Maharashtra,Verified,synthetic_transactions
1025,2,20221201,INV00089,SIP,21061.55,358.84,220.73,Maharashtra,Verified,synthetic_transactions
1026,2,20221201,INV00054,SIP,17337.4,101.58,197.89,Gujarat,Verified,synthetic_transactions
1027,3,20221201,INV00026,SIP,15877.74,151.51,122.01,West Bengal,Verified,synthetic_transactions
1028,2,20221201,INV00078,SIP,19678.75,543.89,230.0,Gujarat,Verified,synthetic_transactions
1029,3,20221201,INV00063,SIP,18447.34,215.99,215.04,Delhi,Verified,synthetic_transactions
1030,1,20221201,INV00022,SIP,20153.65,95.46,205.07,Gujarat,Verified,synthetic_transactions
1031,4,20221201,INV00189,SIP,15543.43,126.91,174.09,Maharashtra,Verified,synthetic_transactions
1032,1,20221201,INV00173,SIP,17379.03,135.99,75.65,Rajasthan,Verified,synthetic_transactions
1033,4,20221201,INV00219,SIP,14065.9,76.56,132.51,Rajasthan,Verified,synthetic_transactions
1034,4,20221201,INV00135,SIP,22671.51,124.82,73.99,Delhi,Verified,synthetic_transactions
1035,6,20221201,INV00140,LUMPSUM,35236.01,161.71,106.36,Uttar Pradesh,Verified,synthetic_transactions
1036,6,20221201,INV00198,LUMPSUM,31408.95,835.2,20.9,Tamil Nadu,Verified,synthetic_transactions
1037,1,20221201,INV00087,SIP,23147.4,247.72,191.77,Maharashtra,Verified,synthetic_transactions
1038,2,20221201,INV00084,LUMPSUM,32434.65,133.06,223.24,Gujarat,Verified,synthetic_transactions
1039,6,20221201,INV00174,SIP,19444.7,78.45,72.64,Maharashtra,Verified,synthetic_transactions
1040,6,20221201,INV00047,LUMPSUM,30591.2,143.29,12.94,West Bengal,Verified,synthetic_transactions
1041,6,20221201,INV00149,SIP,14695.81,97.5,229.56,West Bengal,Verified,synthetic_transactions
1042,1,20221201,INV00131,SIP,18820.77,96.26,19.78,Rajasthan,Pending,synthetic_transactions
1043,5,20221201,INV00031,SIP,16281.7,109.95,198.73,Rajasthan,Verified,synthetic_transactions
1044,3,20221201,INV00249,SIP,18767.48,409.05,122.67,Andhra Pradesh,Verified,synthetic_transactions
1045,5,20221201,INV00157,SIP,22635.19,272.88,242.55,Tamil Nadu,Verified,synthetic_transactions
1046,2,20221201,INV00057,SIP,16643.59,180.55,249.88,Karnataka,Verified,synthetic_transactions
1047,6,20221201,INV00096,SIP,18831.91,626.37,75.78,Karnataka,Pending,synthetic_transactions
1048,1,20221201,INV00165,SIP,16389.85,139.27,51.19,Karnataka,Verified,synthetic_transactions
1049,6,20221201,INV00191,SIP,19060.85,101.23,224.15,Telangana,Verified,synthetic_transactions
1050,1,20221201,INV00225,LUMPSUM,30800.92,427.08,212.99,Karnataka,Verified,synthetic_transactions
1051,6,20221201,INV00113,SIP,15817.42,204.9,217.24,Tamil Nadu,Verified,synthetic_transactions
1052,2,20221201,INV00060,LUMPSUM,28650.39,592.16,101.44,West Bengal,Verified,synthetic_transactions
1053,2,20221201,INV00168,SIP,18720.11,287.4,118.6,Rajasthan,Verified,synthetic_transactions
1054,3,20221201,INV00043,SIP,16175.13,140.45,175.68,Maharashtra,Verified,synthetic_transactions
1055,1,20221201,INV00058,SIP,15291.2,67.78,177.83,Gujarat,Verified,synthetic_transactions
1056,2,20221201,INV00243,SIP,15920.66,139.72,159.94,Maharashtra,Verified,synthetic_transactions
1057,1,20230101,INV00208,SIP,16579.85,68.98,206.98,Gujarat,Verified,synthetic_transactions
1058,1,20230101,INV00032,SIP,18729.41,149.88,71.75,Tamil Nadu,Verified,synthetic_transactions
1059,6,20230101,INV00049,LUMPSUM,23855.52,178.98,71.0,Andhra Pradesh,Verified,synthetic_transactions
1060,6,20230101,INV00053,SIP,16251.39,65.04,93.78,Gujarat,Verified,synthetic_transactions
1061,1,20230101,INV00245,SIP,16824.48,160.89,14.18,Delhi,Verified,synthetic_transactions
1062,5,20230101,INV00172,SIP,19599.76,105.53,35.35,Delhi,Verified,synthetic_transactions
1063,3,20230101,INV00229,SIP,20607.32,1658.46,181.65,Uttar Pradesh,Verified,synthetic_transactions
1064,3,20230101,INV00150,SIP,23389.56,94.9,40.09,Gujarat,Verified,synthetic_transactions
1065,3,20230101,INV00200,LUMPSUM,32538.03,439.27,204.04,Rajasthan,Verified,synthetic_transactions
1066,3,20230101,INV00184,SIP,17424.77,1339.5,228.35,Telangana,Verified,synthetic_transactions
1067,3,20230101,INV00062,SIP,22307.7,125.33,172.54,Gujarat,Verified,synthetic_transactions
1068,1,20230101,INV00012,LUMPSUM,27447.62,137.11,73.1,Delhi,Verified,synthetic_transactions
1069,3,20230101,INV00093,SIP,20863.49,203.25,15.69,Rajasthan,Verified,synthetic_transactions
1070,3,20230101,INV00224,SIP,16904.22,105.14,33.99,Maharashtra,Verified,synthetic_transactions
1071,6,20230101,INV00146,SIP,18547.05,218.89,168.56,Karnataka,Pending,synthetic_transactions
1072,2,20230101,INV00211,SIP,17684.87,130.98,100.46,Uttar Pradesh,Verified,synthetic_transactions
1073,6,20230101,INV00114,LUMPSUM,33063.3,295.7,89.79,Tamil Nadu,Verified,synthetic_transactions
1074,4,20230101,INV00008,SIP,14153.86,198.74,181.75,Tamil Nadu,Verified,synthetic_transactions
1075,4,20230101,INV00144,SIP,22213.39,104.41,98.2,Maharashtra,Verified,synthetic_transactions
1076,4,20230101,INV00137,SIP,21519.97,123.73,42.93,Andhra Pradesh,Verified,synthetic_transactions
1077,3,20230101,INV00078,LUMPSUM,28907.21,241.37,168.53,Gujarat,Verified,synthetic_transactions
1078,2,20230101,INV00169,SIP,15446.72,243.46,94.67,Telangana,Pending,synthetic_transactions
1079,4,20230101,INV00064,LUMPSUM,33200.19,267.49,118.26,Telangana,Verified,synthetic_transactions
1080,5,20230101,INV00250,LUMPSUM,33285.37,278.54,77.07,Karnataka,Verified,synthetic_transactions
1081,4,20230101,INV00022,SIP,18359.46,127.85,66.18,Gujarat,Verified,synthetic_transactions
1082,2,20230101,INV00207,LUMPSUM,34064.91,283.79,128.6,Telangana,Verified,synthetic_transactions
1083,2,20230101,INV00095,SIP,15189.57,318.02,47.13,Gujarat,Verified,synthetic_transactions
1084,4,20230101,INV00170,SIP,18986.66,118.35,211.4,Rajasthan,Verified,synthetic_transactions
1085,3,20230101,INV00007,LUMPSUM,30550.84,259.19,104.46,Andhra Pradesh,Verified,synthetic_transactions
1086,1,20230101,INV00213,SIP,19246.79,172.23,103.47,Telangana,Verified,synthetic_transactions
1087,3,20230101,INV00236,SIP,19067.03,128.22,203.48,Andhra Pradesh,Verified,synthetic_transactions
1088,2,20230101,INV00013,LUMPSUM,32014.62,953.15,244.48,Uttar Pradesh,Verified,synthetic_transactions
1089,5,20230101,INV00099,SIP,17322.64,193.22,153.66,Telangana,Verified,synthetic_transactions
1090,5,20230101,INV00234,SIP,18895.13,576.65,33.62,Andhra Pradesh,Verified,synthetic_transactions
1091,4,20230101,INV00212,SIP,14213.02,80.73,14.04,Andhra Pradesh,Verified,synthetic_transactions
1092,4,20230101,INV00220,SIP,18171.23,157.74,29.56,Maharashtra,Verified,synthetic_transactions
1093,2,20230101,INV00024,LUMPSUM,31494.91,460.42,20.55,Gujarat,Verified,synthetic_transactions
1094,6,20230101,INV00125,LUMPSUM,29226.53,339.29,164.29,Andhra Pradesh,Verified,synthetic_transactions
1095,3,20230101,INV00130,SIP,21294.0,204.64,93.64,Delhi,Verified,synthetic_transactions
1096,6,20230101,INV00165,SIP,15724.85,117.41,102.44,Karnataka,Verified,synthetic_transactions
1097,1,20230101,INV00112,SIP,12835.79,69.95,101.36,Rajasthan,Verified,synthetic_transactions
1098,4,20230101,INV00086,SIP,20542.48,122.8,131.19,Telangana,Verified,synthetic_transactions
1099,1,20230101,INV00025,SIP,18734.91,87.91,99.95,Gujarat,Verified,synthetic_transactions
1100,3,20230101,INV00033,SIP,17316.81,107.14,143.33,Uttar Pradesh,Verified,synthetic_transactions
1101,2,20230101,INV00240,SIP,17449.93,363.96,107.74,Gujarat,Verified,synthetic_transactions
1102,2,20230101,INV00152,SIP,19279.72,86.69,195.48,Maharashtra,Verified,synthetic_transactions
1103,6,20230101,INV00228,LUMPSUM,32290.9,162.15,50.3,Uttar Pradesh,Verified,synthetic_transactions
1104,2,20230101,INV00148,SIP,17602.73,134.96,56.14,Karnataka,Verified,synthetic_transactions
1105,2,20230101,INV00011,SIP,14933.14,61.56,167.98,Karnataka,Pending,synthetic_transactions
1106,2,20230101,INV00187,SIP,20143.21,136.24,144.0,Telangana,Verified,synthetic_transactions
1107,3,20230101,INV00221,LUMPSUM,26010.87,137.82,128.54,Andhra Pradesh,Verified,synthetic_transactions
1108,6,20230101,INV00214,SIP,17288.25,162.83,48.96,Delhi,Verified,synthetic_transactions
1109,4,20230101,INV00145,SIP,16808.35,74.71,178.51,Delhi,Pending,synthetic_transactions
1110,1,20230101,INV00030,SIP,24067.47,155.99,29.14,Tamil Nadu,Verified,synthetic_transactions
1111,2,20230101,INV00143,SIP,20455.84,85.65,248.94,Maharashtra,Verified,synthetic_transactions
1112,6,20230101,INV00017,SIP,18088.21,415.99,90.86,Gujarat,Verified,synthetic_transactions
1113,3,20230101,INV00227,SIP,22818.87,617.35,62.18,Karnataka,Pending,synthetic_transactions
1114,1,20230101,INV00037,SIP,20644.81,150.88,95.08,Tamil Nadu,Verified,synthetic_transactions
1115,1,20230101,INV00056,SIP,18272.72,125.81,173.43,Delhi,Verified,synthetic_transactions
1116,2,20230101,INV00002,SIP,23124.19,359.38,130.02,Uttar Pradesh,Verified,synthetic_transactions
1117,5,20230101,INV00249,SIP,21089.01,584.31,25.09,Andhra Pradesh,Verified,synthetic_transactions
1118,3,20230101,INV00233,SIP,17130.42,72.91,239.69,West Bengal,Verified,synthetic_transactions
1119,5,20230101,INV00052,SIP,14306.08,88.99,159.36,Gujarat,Verified,synthetic_transactions
1120,1,20230101,INV00042,SIP,15593.43,331.35,39.74,Andhra Pradesh,Pending,synthetic_transactions
1121,3,20230101,INV00088,SIP,23663.87,99.68,96.41,Maharashtra,Verified,synthetic_transactions
1122,1,20230101,INV00180,SIP,15661.01,125.65,206.1,Tamil Nadu,Verified,synthetic_transactions
1123,1,20230101,INV00084,SIP,17600.88,178.0,189.3,Gujarat,Verified,synthetic_transactions
1124,2,20230101,INV00168,SIP,22786.19,119.97,222.58,Rajasthan,Verified,synthetic_transactions
1125,2,20230101,INV00136,SIP,18318.45,119.97,190.28,Tamil Nadu,Verified,synthetic_transactions
1126,2,20230101,INV00126,SIP,18725.69,207.78,50.57,Maharashtra,Verified,synthetic_transactions
1127,1,20230101,INV00102,LUMPSUM,29402.34,120.53,67.95,Maharashtra,Verified,synthetic_transactions
1128,2,20230101,INV00132,SIP,18116.09,110.09,179.62,West Bengal,Pending,synthetic_transactions
1129,3,20230101,INV00226,SIP,23766.2,316.89,179.97,Tamil Nadu,Verified,synthetic_transactions
1130,5,20230101,INV00138,SIP,24263.32,238.27,195.73,Karnataka,Verified,synthetic_transactions
1131,6,20230101,INV00079,SIP,17160.3,76.72,152.89,West Bengal,Pending,synthetic_transactions
1132,3,20230101,INV00244,SIP,19006.66,104.4,124.53,Delhi,Verified,synthetic_transactions
1133,5,20230101,INV00006,SIP,14680.32,64.33,95.63,Uttar Pradesh,Verified,synthetic_transactions
1134,1,20230101,INV00178,SIP,18147.12,549.65,145.56,Delhi,Verified,synthetic_transactions
1135,6,20230101,INV00087,SIP,23887.87,163.43,195.67,Maharashtra,Verified,synthetic_transactions
1136,3,20230101,INV00127,SIP,17892.6,123.66,16.51,Gujarat,Verified,synthetic_transactions
1137,2,20230101,INV00155,SIP,17954.52,100.17,242.52,West Bengal,Pending,synthetic_transactions
1138,2,20230101,INV00015,SIP,19959.51,231.97,161.01,Telangana,Verified,synthetic_transactions
1139,6,20230101,INV00020,SIP,19196.09,804.42,40.71,Tamil Nadu,Verified,synthetic_transactions
1140,4,20230101,INV00048,LUMPSUM,30215.09,150.13,211.19,Karnataka,Verified,synthetic_transactions
1141,4,20230101,INV00063,SIP,22015.9,117.05,188.36,Delhi,Pending,synthetic_transactions
1142,3,20230101,INV00141,SIP,18494.1,82.7,119.07,Gujarat,Verified,synthetic_transactions
1143,3,20230101,INV00123,SIP,19121.59,139.79,27.67,Tamil Nadu,Pending,synthetic_transactions
1144,2,20230101,INV00009,SIP,23521.07,343.81,242.21,Delhi,Verified,synthetic_transactions
1145,3,20230201,INV00153,SIP,21006.87,147.1,246.81,Uttar Pradesh,Pending,synthetic_transactions
1146,3,20230201,INV00211,SIP,22501.73,659.69,135.32,Uttar Pradesh,Verified,synthetic_transactions
1147,5,20230201,INV00151,SIP,16194.5,71.68,10.23,Andhra Pradesh,Verified,synthetic_transactions
1148,6,20230201,INV00189,SIP,25024.84,501.86,160.22,Maharashtra,Verified,synthetic_transactions
1149,1,20230201,INV00196,SIP,19616.85,84.42,168.44,Maharashtra,Verified,synthetic_transactions
1150,6,20230201,INV00079,SIP,21053.88,87.41,240.96,West Bengal,Verified,synthetic_transactions
1151,3,20230201,INV00037,SIP,18923.24,236.53,245.12,Tamil Nadu,Verified,synthetic_transactions
1152,4,20230201,INV00186,SIP,18210.03,455.08,101.88,Gujarat,Verified,synthetic_transactions
1153,2,20230201,INV00052,SIP,21414.16,199.03,50.93,Gujarat,Verified,synthetic_transactions
1154,2,20230201,INV00098,SIP,16849.8,167.79,204.45,Tamil Nadu,Verified,synthetic_transactions
1155,1,20230201,INV00163,LUMPSUM,27627.66,153.6,169.68,Maharashtra,Verified,synthetic_transactions
1156,4,20230201,INV00130,SIP,18481.62,91.86,120.84,Delhi,Verified,synthetic_transactions
1157,4,20230201,INV00093,LUMPSUM,34475.08,144.0,204.17,Rajasthan,Verified,synthetic_transactions
1158,5,20230201,INV00249,SIP,16860.88,104.2,191.62,Andhra Pradesh,Verified,synthetic_transactions
1159,1,20230201,INV00226,SIP,17943.83,202.19,125.16,Tamil Nadu,Verified,synthetic_transactions
1160,6,20230201,INV00144,LUMPSUM,30489.49,176.98,73.24,Maharashtra,Verified,synthetic_transactions
1161,6,20230201,INV00200,SIP,15869.56,1273.75,91.47,Rajasthan,Verified,synthetic_transactions
1162,4,20230201,INV00071,SIP,16054.4,214.27,20.74,West Bengal,Verified,synthetic_transactions
1163,6,20230201,INV00024,SIP,21458.67,473.07,239.9,Gujarat,Verified,synthetic_transactions
1164,1,20230201,INV00008,SIP,17611.54,86.51,225.13,Tamil Nadu,Verified,synthetic_transactions
1165,6,20230201,INV00179,SIP,14368.37,86.32,105.8,Rajasthan,Verified,synthetic_transactions
1166,6,20230201,INV00199,LUMPSUM,35970.45,450.75,249.46,Gujarat,Verified,synthetic_transactions
1167,3,20230201,INV00080,SIP,24053.22,289.44,118.13,Uttar Pradesh,Verified,synthetic_transactions
1168,2,20230201,INV00207,SIP,18581.49,220.53,172.43,Telangana,Verified,synthetic_transactions
1169,6,20230201,INV00111,SIP,23733.81,499.72,111.28,Telangana,Verified,synthetic_transactions
1170,6,20230201,INV00094,SIP,23036.94,107.41,183.75,Maharashtra,Verified,synthetic_transactions
1171,5,20230201,INV00068,SIP,22988.78,149.07,144.04,Andhra Pradesh,Verified,synthetic_transactions
1172,6,20230201,INV00031,LUMPSUM,32482.88,159.16,188.63,Rajasthan,Verified,synthetic_transactions
1173,6,20230201,INV00069,LUMPSUM,29683.06,597.12,150.72,Andhra Pradesh,Verified,synthetic_transactions
1174,3,20230201,INV00235,SIP,16645.26,71.25,110.18,Maharashtra,Verified,synthetic_transactions
1175,2,20230201,INV00164,SIP,20267.85,1330.51,130.9,Gujarat,Verified,synthetic_transactions
1176,2,20230201,INV00109,SIP,18650.85,194.25,11.38,Tamil Nadu,Verified,synthetic_transactions
1177,5,20230201,INV00085,LUMPSUM,28855.22,327.82,72.12,Karnataka,Verified,synthetic_transactions
1178,6,20230201,INV00160,SIP,15413.25,589.41,106.67,Andhra Pradesh,Verified,synthetic_transactions
1179,2,20230201,INV00250,SIP,17909.21,106.53,136.39,Karnataka,Verified,synthetic_transactions
1180,6,20230201,INV00141,SIP,23120.68,115.01,239.44,Gujarat,Verified,synthetic_transactions
1181,3,20230201,INV00212,LUMPSUM,34118.54,193.62,99.83,Andhra Pradesh,Verified,synthetic_transactions
1182,5,20230201,INV00108,SIP,23155.0,148.85,106.56,Tamil Nadu,Verified,synthetic_transactions
1183,2,20230201,INV00067,SIP,18974.96,118.89,133.42,Rajasthan,Verified,synthetic_transactions
1184,4,20230201,INV00232,SIP,16393.5,79.71,26.38,Uttar Pradesh,Verified,synthetic_transactions
1185,5,20230201,INV00065,SIP,19744.19,346.66,61.32,Karnataka,Verified,synthetic_transactions
1186,2,20230201,INV00066,SIP,19778.82,117.57,35.22,Maharashtra,Verified,synthetic_transactions
1187,5,20230201,INV00162,SIP,20723.76,83.81,82.72,Delhi,Verified,synthetic_transactions
1188,6,20230201,INV00107,SIP,14911.71,95.95,197.67,Karnataka,Verified,synthetic_transactions
1189,3,20230201,INV00185,SIP,22078.81,103.58,146.57,Rajasthan,Verified,synthetic_transactions
1190,3,20230201,INV00171,SIP,20522.76,168.63,246.93,Rajasthan,Verified,synthetic_transactions
1191,1,20230201,INV00242,SIP,19985.12,129.58,138.35,Maharashtra,Verified,synthetic_transactions
1192,3,20230201,INV00137,LUMPSUM,25385.01,182.56,21.73,Andhra Pradesh,Verified,synthetic_transactions
1193,4,20230201,INV00116,LUMPSUM,34150.36,1536.3,222.16,Karnataka,Verified,synthetic_transactions
1194,5,20230201,INV00241,SIP,19207.66,132.48,23.1,Gujarat,Verified,synthetic_transactions
1195,6,20230201,INV00146,SIP,16810.63,175.35,216.41,Karnataka,Pending,synthetic_transactions
1196,4,20230201,INV00043,SIP,22525.35,124.89,191.64,Maharashtra,Verified,synthetic_transactions
1197,6,20230201,INV00102,SIP,22523.99,120.1,182.48,Maharashtra,Verified,synthetic_transactions
1198,2,20230201,INV00244,SIP,19082.47,81.62,229.25,Delhi,Verified,synthetic_transactions
1199,6,20230201,INV00222,SIP,16971.15,308.93,98.41,Delhi,Verified,synthetic_transactions
1200,6,20230201,INV00013,LUMPSUM,30794.87,186.54,246.13,Uttar Pradesh,Verified,synthetic_transactions
1201,3,20230201,INV00091,SIP,20944.32,127.45,119.51,Telangana,Verified,synthetic_transactions
1202,6,20230201,INV00010,LUMPSUM,32372.77,235.41,118.59,Telangana,Verified,synthetic_transactions
1203,5,20230201,INV00239,SIP,19473.15,186.0,102.84,Andhra Pradesh,Verified,synthetic_transactions
1204,4,20230201,INV00143,SIP,25695.4,303.25,51.4,Maharashtra,Verified,synthetic_transactions
1205,3,20230201,INV00034,LUMPSUM,27631.78,312.28,21.4,Rajasthan,Verified,synthetic_transactions
1206,5,20230201,INV00217,SIP,18326.6,98.86,93.82,Karnataka,Pending,synthetic_transactions
1207,5,20230201,INV00064,SIP,18314.97,163.05,60.77,Telangana,Verified,synthetic_transactions
1208,4,20230201,INV00233,SIP,21552.3,208.49,226.42,West Bengal,Verified,synthetic_transactions
1209,3,20230201,INV00040,SIP,19200.9,84.79,141.24,Andhra Pradesh,Verified,synthetic_transactions
1210,4,20230201,INV00245,LUMPSUM,33015.97,386.7,138.84,Delhi,Verified,synthetic_transactions
1211,3,20230201,INV00156,SIP,19071.36,462.67,18.84,Uttar Pradesh,Verified,synthetic_transactions
1212,1,20230201,INV00198,LUMPSUM,34546.85,271.27,102.24,Tamil Nadu,Verified,synthetic_transactions
1213,2,20230201,INV00011,SIP,18950.53,113.19,124.98,Karnataka,Verified,synthetic_transactions
1214,5,20230201,INV00129,LUMPSUM,32589.08,601.17,31.95,Delhi,Verified,synthetic_transactions
1215,4,20230201,INV00014,SIP,18103.77,78.0,81.57,Andhra Pradesh,Verified,synthetic_transactions
1216,3,20230201,INV00033,SIP,22564.6,159.35,45.01,Uttar Pradesh,Verified,synthetic_transactions
1217,2,20230201,INV00016,LUMPSUM,33198.58,352.71,95.51,Andhra Pradesh,Verified,synthetic_transactions
1218,3,20230201,INV00184,LUMPSUM,29044.31,752.94,199.52,Telangana,Verified,synthetic_transactions
1219,3,20230201,INV00224,SIP,18675.8,292.65,72.59,Maharashtra,Verified,synthetic_transactions
1220,5,20230201,INV00216,SIP,15728.25,73.05,225.58,Rajasthan,Verified,synthetic_transactions
